512: 	0x1218
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
618	0xf00a: FX0A: A key press is awaited, and then stored in VX.
